id,overall_worklogs
721916,27339.84783113394
721889,13824.349969302571
721888,12791.258558667745
721817,13824.349969302571
721761,12791.258558667745
721745,12791.258558667745
721732,12791.258558667745
721722,13824.349969302571
721717,12791.258558667745
721716,12791.258558667745
721713,13824.349969302571
721712,13824.349969302571
721686,13824.349969302571
721672,13824.349969302571
721671,13824.349969302571
721670,12791.258558667745
721653,12791.258558667745
721649,12791.258558667745
721648,12791.258558667745
721631,12791.258558667745
721630,12791.258558667745
721622,12791.258558667745
721617,12791.258558667745
721616,12791.258558667745
721613,12791.258558667745
721612,12791.258558667745
721605,12791.258558667745
721599,12791.258558667745
721598,12791.258558667745
721597,12791.258558667745
721596,12791.258558667745
721595,12791.258558667745
721594,12791.258558667745
721593,12791.258558667745
721590,12791.258558667745
721589,12791.258558667745
721588,12791.258558667745
721587,12791.258558667745
721585,12791.258558667745
721584,12791.258558667745
721583,12791.258558667745
721581,12791.258558667745
721580,12791.258558667745
721576,12791.258558667745
721562,12791.258558667745
721536,12791.258558667745
721500,13824.349969302571
721499,12791.258558667745
721352,12791.258558667745
721350,12791.258558667745
721294,12791.258558667745
721241,12791.258558667745
721230,12791.258558667745
721180,12791.258558667745
721179,12791.258558667745
721056,12791.258558667745
721050,12791.258558667745
721038,13824.349969302571
721037,13824.349969302571
720888,12791.258558667745
720835,13824.349969302571
720831,12791.258558667745
1153669,40100.0
1165511,16324.597628711395
721915,5080.090051739937
721737,5080.090051739937
721621,7742.730201481272
720987,9877.462309837972
720941,9877.462309837972
721473,35913.97148464398
721460,16312.679502981848
721459,16312.679502981848
721555,10889.953555281605
721331,10889.953555281605
721638,12658.609933300968
721053,14292.059659728982
721052,11600.608686212217
721042,12658.609933300968
721831,8299.048871978814
721553,7203.302404386967
721550,6240.538703168812
721530,6240.538703168812
721529,5188.609429044242
721528,6240.538703168812
721525,5188.609429044242
721523,6240.538703168812
721521,6240.538703168812
721519,5188.609429044242
721518,5188.609429044242
721517,8386.457397533573
721516,5188.609429044242
721513,5188.609429044242
721439,5188.609429044242
721436,5188.609429044242
721435,6240.538703168812
721432,5188.609429044242
721426,6240.538703168812
721425,5188.609429044242
721423,5188.609429044242
721422,5188.609429044242
721421,6240.538703168812
721420,6240.538703168812
721419,6240.538703168812
721408,6240.538703168812
721391,5188.609429044242
721389,7203.302404386967
721388,5188.609429044242
721387,5188.609429044242
721386,5188.609429044242
721385,6240.538703168812
721384,6240.538703168812
721382,6240.538703168812
721377,7203.302404386967
721375,7203.302404386967
721374,6240.538703168812
721370,8299.048871978814
721365,6240.538703168812
721266,7203.302404386967
721264,7203.302404386967
721263,7203.302404386967
721260,6240.538703168812
721259,5188.609429044242
721258,6240.538703168812
721247,5188.609429044242
721228,6240.538703168812
721068,8386.457397533573
721063,7203.302404386967
720998,8299.048871978814
720971,7203.302404386967
720969,6240.538703168812
720959,8386.457397533573
721820,9710.281401514781
721746,9969.444675078621
721443,9710.281401514781
720946,9710.281401514781
720937,12338.900220979867
720914,9710.281401514781
721910,10584.382392663512
721869,10584.382392663512
721821,10252.331358516354
721600,10584.382392663512
721514,10584.382392663512
721346,10584.382392663512
721163,10493.707535649834
720842,10584.382392663512
720840,10252.331358516354
721792,9466.538832877659
721440,9466.538832877659
721407,9466.538832877659
721396,8229.311383050288
721380,12937.467627004642
721378,8229.311383050288
721366,9466.538832877659
721359,10915.763944747645
721267,9466.538832877659
721262,10915.763944747645
721034,8229.311383050288
721001,9466.538832877659
721000,8229.311383050288
720999,9466.538832877659
720978,8229.311383050288
720963,8229.311383050288
720958,9466.538832877659
720931,9466.538832877659
720919,9466.538832877659
720918,8229.311383050288
720911,9466.538832877659
720870,9466.538832877659
720839,9466.538832877659
720837,9466.538832877659
720836,8229.311383050288
720826,9466.538832877659
856260,8229.311383050288
933865,9466.538832877659
721278,13732.380232311998
721166,13539.142273827993
721804,11105.144171020564
721705,11105.144171020564
721704,11105.144171020564
721651,17940.668265482414
721533,11105.144171020564
721246,11105.144171020564
721245,15524.897264557034
721233,12541.106997120216
721232,12541.106997120216
721169,15524.897264557034
720917,12541.106997120216
933870,11105.144171020564
721110,10913.04360826797
721654,12410.402440630898
933872,12410.402440630898
721914,9530.184150596286
721897,9530.184150596286
721896,9778.63953937844
721876,9530.184150596286
721862,9530.184150596286
721861,9778.63953937844
721842,13051.082450925907
721839,9530.184150596286
721838,9530.184150596286
721837,9530.184150596286
721824,9530.184150596286
721802,9530.184150596286
721801,9530.184150596286
721794,9778.63953937844
721768,9530.184150596286
721744,9530.184150596286
721743,9530.184150596286
721742,9530.184150596286
721741,9778.63953937844
721708,9778.63953937844
721707,13051.082450925907
721703,9530.184150596286
721702,13051.082450925907
721700,9530.184150596286
721699,9530.184150596286
721698,9530.184150596286
721656,11391.219330006063
721549,9530.184150596286
721491,9530.184150596286
721468,9530.184150596286
721465,9778.63953937844
721464,11391.219330006063
721458,9530.184150596286
721441,9530.184150596286
721437,9778.63953937844
721411,9530.184150596286
721363,11391.219330006063
721362,9530.184150596286
721351,9530.184150596286
721279,9530.184150596286
721250,22285.624319303493
721188,9530.184150596286
721170,27885.343699140125
721159,9530.184150596286
721158,9530.184150596286
721157,9530.184150596286
721155,9530.184150596286
721154,9530.184150596286
721153,9530.184150596286
721152,9530.184150596286
721151,9778.63953937844
721143,9530.184150596286
721142,9530.184150596286
721137,9530.184150596286
721136,9530.184150596286
721048,9530.184150596286
721036,9530.184150596286
721019,9530.184150596286
721018,9530.184150596286
720981,9530.184150596286
720975,9530.184150596286
720974,9778.63953937844
720938,9530.184150596286
720892,9778.63953937844
720885,13051.082450925907
720869,9530.184150596286
856248,9530.184150596286
933867,9530.184150596286
933863,9778.63953937844
933845,9530.184150596286
997095,9530.184150596286
721843,7791.258162516593
721438,11870.896445388114
721147,12602.191114798043
721146,12602.191114798043
721145,12602.191114798043
721144,12602.191114798043
721120,11368.181948621957
721119,11368.181948621957
721118,11368.181948621957
721116,11368.181948621957
721115,11368.181948621957
721114,11368.181948621957
721113,11368.181948621957
721112,12602.191114798043
721111,11368.181948621957
721109,12602.191114798043
721449,4450.427882688987
721021,20406.88048044993
721633,15066.142185438559
721538,7408.735108973198
721899,23196.540926394544
721895,27722.166637261274
721894,23196.540926394544
721832,22298.057132376834
721830,22298.057132376834
721827,22298.057132376834
721816,23196.540926394544
721734,27722.166637261274
721731,22298.057132376834
721719,22298.057132376834
721694,22298.057132376834
721684,22298.057132376834
721683,22298.057132376834
721639,22298.057132376834
721632,22298.057132376834
721601,22298.057132376834
721548,23196.540926394544
721537,22298.057132376834
721506,22298.057132376834
721498,22298.057132376834
721475,26306.44674082403
721472,22298.057132376834
721456,23196.540926394544
721453,22298.057132376834
721417,22298.057132376834
721416,22298.057132376834
721415,22298.057132376834
721414,22298.057132376834
721393,22298.057132376834
721357,22298.057132376834
721348,22298.057132376834
721347,22298.057132376834
721316,22298.057132376834
721231,22298.057132376834
721181,22298.057132376834
721165,22298.057132376834
721122,22298.057132376834
721045,22298.057132376834
721032,22298.057132376834
721017,22298.057132376834
676627,23196.540926394544
720798,23196.540926394544
856249,22298.057132376834
893591,22298.057132376834
721162,12917.121902576833
700081,13899.420420897664
700076,12363.10616301544
700075,13586.678489700114
700023,12708.756306708294
686629,15604.754020555521
686628,13888.060046965624
686623,17604.976523451773
686594,12677.360537865981
686587,16745.921551430467
686572,14775.166538402806
686557,12677.360537865981
686487,13036.899167877244
700086,11094.093785740404
700084,11406.73941997881
700083,11406.73941997881
700082,11406.73941997881
700080,14927.161117446463
700079,16172.566653070116
700078,14927.161117446463
700077,14927.161117446463
700074,13124.754885650418
700073,14550.935220568283
700072,16814.713952914426
700071,13062.559972381754
700070,13124.754885650418
700060,13150.013655035531
700058,12078.307656583496
700031,12394.618861817968
700030,12394.618861817968
700029,12394.618861817968
700028,12394.618861817968
700026,12394.618861817968
700025,12394.618861817968
700024,12394.618861817968
686622,14056.702674067563
686611,11961.195765929824
686599,13716.658375248691
686584,11781.511691342084
686580,13716.658375248691
686568,12941.505569589894
686500,28367.52757708541
686489,12223.5306967002
686486,12223.5306967002
686479,12223.5306967002
1263112,18814.548939103643
1848831,18814.548939103643
1848830,18814.548939103643
1848827,18814.548939103643
1848825,18814.548939103643
1848823,18814.548939103643
1848822,18814.548939103643
1991033,18814.548939103643
1995464,18814.548939103643
2175461,18814.548939103643
2175460,18814.548939103643
2175319,8079.500623438738
1151895,53963.06517472974
1200120,53963.06517472974
1200583,53963.06517472974
1200582,53963.06517472974
1233965,53963.06517472974
1233958,53963.06517472974
1263117,53963.06517472974
1263115,53963.06517472974
1263114,53963.06517472974
1358978,51995.1069870926
1484347,53963.06517472974
1484375,51995.1069870926
1840029,53963.06517472974
1840028,53963.06517472974
1840027,53963.06517472974
1840026,53963.06517472974
1848832,53963.06517472974
2181164,53963.06517472974
1177386,23013.162410991838
1987124,29398.43062048592
2175459,15787.045783106287
1828613,40100.0
1066158,40100.0
1828683,40100.0
1843322,15237.257425784359
2104546,40100.0
1829520,41231.922760613445
1843320,40188.281859120245
1987348,41231.922760613445
1848257,23584.264137336915
1848350,9497.628416487085
1848347,9497.628416487085
1848345,12526.155430730856
1848349,13050.73714970629
1848348,13050.73714970629
1848346,13306.692923055612
1978301,20868.81753211108
1978806,11830.585162876429
1982425,11865.382710200487
1984716,11830.585162876429
1984715,11830.585162876429
1990245,24448.362742747322
1988962,11865.382710200487
1990458,11865.382710200487
1990976,11830.585162876429
1993289,18056.918064975704
1994130,11830.585162876429
2105185,14067.573951528135
2106719,18056.918064975704
2171729,14067.573951528135
2183553,11830.585162876429
1987735,23023.516649940506
2176673,26371.465987741158
686619,17294.893213002008
686540,18658.42944669667
686537,18665.26231637426
686532,26363.52077526409
686510,20819.807421558577
686466,25706.83741532956
686460,53254.600507004034
686406,26390.456558845883
686605,6963.586738560272
686601,6963.586738560272
686526,40100.0
686508,9733.243485337012
686504,8024.75316953395
686475,40100.0
686471,8025.09360454678
686458,9733.583920349842
686423,9591.653480054933
686407,8434.65951362973
686533,28934.41384471387
686395,17838.97700593954
688398,28804.374461746407
688395,12971.572079424855
688218,27507.816356607935
721534,43766.96003378224
679068,17316.483953584204
721470,13537.22510321583
688387,13756.882738226275
721912,10589.042529851511
721911,10589.042529851511
721822,10589.042529851511
721324,10589.042529851511
720921,10589.042529851511
720882,10589.042529851511
720881,10845.294331738824
720876,10589.042529851511
720812,10589.042529851511
679225,14089.352693244933
688366,16091.98822952006
688325,13302.49973445302
688298,13391.595321666719
688289,13305.468300596523
688283,13391.595321666719
678985,13305.468300596523
688261,13391.595321666719
688251,13391.595321666719
688228,16083.52494282182
688157,13118.020260908219
688150,13118.020260908219
688147,13254.503626119902
688351,13370.157547223132
721286,29047.443572264554
721885,8910.811699274513
721884,7920.524168559071
721883,7920.524168559071
721882,7920.524168559071
721860,7920.524168559071
721836,7920.524168559071
721809,7920.524168559071
721807,7920.524168559071
721785,8910.811699274513
721784,7920.524168559071
721783,7920.524168559071
721782,8910.811699274513
721780,7920.524168559071
721779,7920.524168559071
721778,7920.524168559071
721775,7920.524168559071
721679,7920.524168559071
721678,7920.524168559071
721663,7920.524168559071
721626,7920.524168559071
721543,8910.811699274513
721535,8910.811699274513
721504,7920.524168559071
721487,7920.524168559071
721479,7920.524168559071
721478,8910.811699274513
721448,7920.524168559071
721447,7920.524168559071
721433,7920.524168559071
721430,8910.811699274513
721401,11217.406024015912
721356,7920.524168559071
721293,10097.351013393712
721281,8910.811699274513
721280,7920.524168559071
721273,7920.524168559071
721271,7920.524168559071
721270,7920.524168559071
721269,7920.524168559071
721249,11217.406024015912
721240,7920.524168559071
721196,10097.351013393712
721047,7920.524168559071
721046,7920.524168559071
720977,8910.811699274513
720953,7920.524168559071
720910,7920.524168559071
720909,7920.524168559071
676624,7920.524168559071
720908,7920.524168559071
720898,7920.524168559071
720897,7920.524168559071
720896,7920.524168559071
720895,7920.524168559071
720894,7920.524168559071
676621,7920.524168559071
676620,7920.524168559071
856267,7920.524168559071
856233,8910.811699274513
933846,7920.524168559071
721272,17400.535809102123
721687,8158.445465359891
721645,11305.95950135704
721644,11305.95950135704
720863,11305.95950135704
721841,17511.163094975855
721494,8479.539127713562
721769,6141.24494070012
721835,9527.456785954317
721833,13007.63717370587
721787,11323.308057711678
721771,11323.308057711678
721767,11323.308057711678
721766,11323.308057711678
721765,11323.308057711678
721758,11323.308057711678
721740,11323.308057711678
721673,11323.308057711678
721668,11323.308057711678
721696,6664.558317603066
721725,30926.313335053655
721497,7946.680739371775
721905,11548.479326215846
721904,11548.479326215846
721903,11548.479326215846
721898,11548.479326215846
721892,11548.479326215846
721890,11548.479326215846
721877,11548.479326215846
721875,19939.214462461838
721874,11548.479326215846
721873,11548.479326215846
721872,11548.479326215846
721864,11548.479326215846
721859,11548.479326215846
721845,15083.237790297462
721834,12864.653827281762
721800,11548.479326215846
721796,11548.479326215846
721795,11548.479326215846
721777,11548.479326215846
721774,11548.479326215846
721773,11548.479326215846
721762,11548.479326215846
721760,11548.479326215846
721759,11548.479326215846
721757,11548.479326215846
721755,11548.479326215846
721748,11548.479326215846
721738,11548.479326215846
721730,11548.479326215846
721729,11548.479326215846
721728,11548.479326215846
721721,11548.479326215846
721714,11548.479326215846
721697,11548.479326215846
721685,11548.479326215846
721652,11548.479326215846
721575,11548.479326215846
721556,12864.653827281762
721541,11548.479326215846
721540,11548.479326215846
721531,11548.479326215846
721503,11548.479326215846
721502,11548.479326215846
721496,11548.479326215846
721490,11548.479326215846
721489,11548.479326215846
721463,11548.479326215846
721462,11548.479326215846
721457,11548.479326215846
721451,15083.237790297462
721418,11548.479326215846
721413,11548.479326215846
721402,11548.479326215846
721392,11548.479326215846
721371,11548.479326215846
721369,11548.479326215846
721368,11548.479326215846
721364,11548.479326215846
721355,11548.479326215846
721349,11548.479326215846
721323,11548.479326215846
721295,11548.479326215846
721292,16552.83215925186
721287,11548.479326215846
721274,16552.83215925186
721254,11548.479326215846
721253,11548.479326215846
721244,11548.479326215846
721197,11548.479326215846
721184,11548.479326215846
721183,11548.479326215846
721182,15083.237790297462
720928,11548.479326215846
720927,11548.479326215846
720926,12864.653827281762
720925,11548.479326215846
720924,11548.479326215846
720833,11548.479326215846
720832,11548.479326215846
720830,11548.479326215846
720829,11548.479326215846
720811,11548.479326215846
720810,11548.479326215846
720809,11548.479326215846
720806,12864.653827281762
856259,11548.479326215846
856258,11548.479326215846
856250,12864.653827281762
893696,12864.653827281762
893695,11548.479326215846
893694,11548.479326215846
893676,16552.83215925186
893604,11548.479326215846
893594,19939.214462461838
893592,12864.653827281762
933871,11548.479326215846
933849,11548.479326215846
933844,11548.479326215846
700087,17970.1756782529
700057,19218.371887776648
700056,19218.371887776648
700055,19218.371887776648
721846,18604.894600401654
721798,11803.391314268705
721667,22752.995358045784
721495,37275.09102269629
721471,9227.403740239442
721865,10466.764157089117
721814,22643.104758063568
721797,11692.02524845225
721754,11692.02524845225
721751,11692.02524845225
721749,12915.356270509094
721727,12915.356270509094
721681,11692.02524845225
721677,11692.02524845225
721666,15218.296558003278
721566,35875.30225704439
721565,11692.02524845225
721469,11692.02524845225
721372,11692.02524845225
721367,12915.356270509094
856252,40100.0
893590,11692.02524845225
933888,18263.42802598343
933887,11692.02524845225
933886,11692.02524845225
933885,11692.02524845225
933884,11692.02524845225
933878,11692.02524845225
720947,6544.865619598623
721803,28315.216037356808
721772,28315.216037356808
721750,28315.216037356808
721706,28315.216037356808
721675,28315.216037356808
721643,28315.216037356808
721640,28315.216037356808
721545,40100.0
721317,28315.216037356808
721237,28315.216037356808
721171,28315.216037356808
721020,28672.55590592438
856261,28672.55590592438
997099,28672.55590592438
997098,28672.55590592438
1040330,28315.216037356808
1040329,28315.216037356808
721488,9647.971884786706
721893,25773.993146143326
721868,25773.993146143326
721715,24742.208933050886
721689,25773.993146143326
721657,25773.993146143326
721637,25773.993146143326
721636,25773.993146143326
721539,25773.993146143326
721477,25773.993146143326
721474,25773.993146143326
721461,25773.993146143326
721445,25773.993146143326
721322,25773.993146143326
721268,25773.993146143326
721075,25773.993146143326
721025,25773.993146143326
721013,24742.208933050886
721011,24742.208933050886
720940,25773.993146143326
720912,25773.993146143326
720866,24812.50890250499
720865,25773.993146143326
720825,26006.603613336523
856265,26006.603613336523
856257,25773.993146143326
700050,18578.914744560752
700049,18153.170788129773
700048,19798.71482491308
700044,18578.914744560752
700043,18578.914744560752
700042,24400.91799163467
700041,18578.914744560752
700040,18578.914744560752
700037,18456.593427945973
700036,18030.849471514997
700035,18456.593427945973
700034,20773.105971651228
700033,18456.593427945973
700032,18456.593427945973
700069,15375.778193660472
700067,18828.24204681489
700066,18828.24204681489
700065,15375.778193660472
700062,14413.5924285479
700061,13387.810934828176
700053,14124.815431090725
700052,14124.815431090725
700051,14002.912223485278
700047,14002.912223485278
700046,14002.912223485278
700038,14002.912223485278
1971999,11125.957390589276
1990701,11125.957390589276
2105184,11125.957390589276
2170252,12692.273752909598
2176348,11240.265003814822
670929,12340.475735441585
